File,Mode,Chunks,Time (s),Outcome
856399094_1875_102_12.txt,parallel,6,138.74,✅ success
856399094_1875_102_13.txt,parallel,6,153.74,✅ success
856399094_1875_102_14.txt,parallel,6,96.46,✅ success
856399094_1875_103_05.txt,parallel,5,83.32,✅ success
856399094_1875_103_06.txt,parallel,4,36.45,✅ success
856399094_1875_103_12.txt,parallel,6,141.51,✅ success
856399094_1875_104_09.txt,parallel,5,89.32,✅ success
856399094_1875_104_10.txt,parallel,6,135.31,✅ success
856399094_1875_104_11.txt,parallel,5,146.87,✅ success
856399094_1875_104_12.txt,parallel,5,94.71,✅ success
856399094_1875_104_16.txt,parallel,6,85.02,✅ success
856399094_1875_105_06.txt,parallel,5,41.68,✅ success
856399094_1875_105_11.txt,parallel,6,74.25,✅ success
856399094_1875_105_12.txt,parallel,6,110.45,✅ success
856399094_1875_105_13.txt,parallel,5,144.58,✅ success
856399094_1875_105_14.txt,parallel,7,70.9,✅ success
856399094_1875_105_18.txt,parallel,5,48.79,✅ success
856399094_1875_106_01.txt,parallel,4,22.27,✅ success
856399094_1875_106_07.txt,parallel,6,67.58,✅ success
856399094_1875_106_12.txt,parallel,5,46.18,✅ success
856399094_1875_107_09.txt,parallel,5,57.56,✅ success
856399094_1875_107_11.txt,parallel,5,80.56,✅ success
856399094_1875_107_13.txt,parallel,5,120.26,✅ success
856399094_1875_107_14.txt,parallel,6,62.31,✅ success
856399094_1875_107_18.txt,parallel,6,64.55,✅ success
856399094_1875_108_05.txt,parallel,7,14.24,✅ success
856399094_1875_108_10.txt,parallel,4,32.75,✅ success
856399094_1875_108_17.txt,parallel,5,142.56,✅ success
856399094_1875_108_18.txt,parallel,6,114.66,✅ success
856399094_1875_108_22.txt,parallel,4,50.97,✅ success
856399094_1875_109_03.txt,parallel,4,45.08,✅ success
856399094_1875_109_11.txt,parallel,5,90.17,✅ success
856399094_1875_109_12.txt,parallel,6,98.9,✅ success
856399094_1875_110_05.txt,parallel,5,48.39,✅ success
856399094_1875_110_08.txt,parallel,5,149.57,✅ success
856399094_1875_110_10.txt,parallel,5,81.86,✅ success
856399094_1875_111_10.txt,parallel,6,144.34,✅ success
856399094_1875_111_11.txt,parallel,6,113.11,✅ success
856399094_1875_111_12.txt,parallel,7,68.05,✅ success
856399094_1875_112_06.txt,parallel,7,60.74,✅ success
856399094_1875_112_12.txt,parallel,6,132.46,✅ success
856399094_1875_112_13.txt,parallel,5,142.08,✅ success
856399094_1875_113_06.txt,parallel,6,57.81,✅ success
856399094_1875_113_10.txt,parallel,6,148.96,✅ success
856399094_1875_113_12.txt,parallel,5,139.7,✅ success
856399094_1875_114_05.txt,parallel,4,28.71,✅ success
856399094_1875_114_09.txt,parallel,6,88.81,✅ success
856399094_1875_114_10.txt,parallel,6,188.94,✅ success
856399094_1875_114_11.txt,parallel,5,132.63,✅ success
856399094_1875_115_09.txt,parallel,6,104.11,✅ success
856399094_1875_116_08.txt,parallel,5,131.42,✅ success
856399094_1875_117_02.txt,parallel,6,24.22,✅ success
856399094_1875_117_09.txt,parallel,5,103.9,✅ success
856399094_1875_117_12.txt,parallel,6,123.22,✅ success
856399094_1875_117_13.txt,parallel,5,126.05,✅ success
856399094_1875_118_07.txt,parallel,6,63.61,✅ success
856399094_1875_118_09.txt,parallel,6,59.91,✅ success
856399094_1875_118_11.txt,parallel,5,121.4,✅ success
856399094_1875_118_12.txt,parallel,5,76.13,✅ success
856399094_1875_119_10.txt,parallel,6,38.29,✅ success
856399094_1875_119_13.txt,parallel,5,152.35,✅ success
856399094_1875_119_15.txt,parallel,5,132.87,✅ success
856399094_1875_119_16.txt,parallel,6,160.95,✅ success
856399094_1875_119_17.txt,parallel,6,116.01,✅ success
856399094_1875_120_12.txt,parallel,6,112.47,✅ success
856399094_1875_120_13.txt,parallel,4,74.04,✅ success
856399094_1875_121_05.txt,parallel,6,50.99,✅ success
856399094_1875_121_08.txt,parallel,6,126.56,✅ success
856399094_1875_121_09.txt,parallel,4,72.88,✅ success
856399094_1875_122_07.txt,parallel,5,103.86,✅ success
856399094_1875_122_08.txt,parallel,6,115.05,✅ success
856399094_1875_123_05.txt,parallel,6,66.22,✅ success
856399094_1875_123_09.txt,parallel,5,98.37,✅ success
856399094_1875_123_10.txt,parallel,6,143.95,✅ success
856399094_1875_123_11.txt,parallel,5,59.57,✅ success
856399094_1875_123_12.txt,parallel,6,57.04,✅ success
856399094_1875_124_06.txt,parallel,7,39.39,✅ success
856399094_1875_124_11.txt,parallel,5,111.51,✅ success
856399094_1875_124_12.txt,parallel,6,86.37,✅ success
856399094_1875_125_11.txt,parallel,5,97.95,✅ success
856399094_1875_125_12.txt,parallel,6,163.4,✅ success
856399094_1875_125_14.txt,parallel,5,138.6,✅ success
